id,profile_pic_url,full_name,occupation,headline,summary,1st Recent Experience in Years,Experience,Category 1,Category 2,Category 3
speaker_132,https://media-exp1.licdn.com/dms/image/C5603AQFYYtqbeZP7Pw/profile-displayphoto-shrink_200_200/0/1628635042512?e=1652918400&v=beta&t=M_BxZVUpqPphf3WR8RsVrwWZvRP-PQi6NFLDAq7fabM,Aarika Glawson,Advanced Practice Nurse at Florida Medical Clinic,Advanced Practice Nurse,"An APRN-C; completing over 600 hours of graduate practicum education in various clinics. Professionally trained and certified critical care registered nurse with 11 years of experience, ensuring high standards of care in cardiovascular surgical intensive care. Primary current focus and specialty in mechanical circulatory support for Extra corporeal membrane oxygenation and Impella devices. Maintains exceptional certifications in the medical field and exudes a teamwork approach to patient care.",2.2164383561643834,Advanced Practice Nurse,Healthcare,,
speaker_133,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,"Aalpen Patel, MD, MBA, FSIR",Medical Director for Artificial Intelligence at Geisinger and Steele Institute for Health Innovation,"Healthcare Technology Executive, Electrical Engineer, Physician Executive, AI/ML Leader",,4.553424657534246,Medical Director for Artificial Intelligence,Healthcare,,
speaker_134,https://media-exp1.licdn.com/dms/image/C4D03AQGDOvEcWVkucQ/profile-displayphoto-shrink_200_200/0/1563929298852?e=1652918400&v=beta&t=yfg3qyDLDIH84WzHsboGMSdqqFqsrlyt-ta50aQemFM,Alexandra Pollock,Registered Nurse at Lenox Hill Hospital,Registered Nurse at Lenox Hill Hospital,,3.7150684931506848,Registered Nurse,Healthcare,,
speaker_135,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Amanda Amankwa,Medical Scribe at ScribeAmerica,Student at University of Maryland College Park,,5.8,Medical Scribe,Healthcare,,
speaker_136,https://media-exp1.licdn.com/dms/image/C4E03AQFyY0-TWLhDtA/profile-displayphoto-shrink_200_200/0/1516964523535?e=1652918400&v=beta&t=LLXR6RNl6sF1EFjG1buNG733H4D-4OhAVJCIyMP98Uo,Aamana Burney,Community Health Educator at Crossroads Community Services,Community Health Educator at Crossroads Community Services,,2.797260273972603,Community Health Educator,Healthcare,,
speaker_137,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,"Aarathi Balijepalli, PhD","Senior Manager, Medical Writing at Pfizer","Senior Manager, Medical Writing at Pfizer",,1.964383561643836,"Senior Manager, Medical Writing",Healthcare,,
speaker_138,https://media-exp1.licdn.com/dms/image/C4E03AQG0YnGi1JklrQ/profile-displayphoto-shrink_200_200/0/1517748810447?e=1652918400&v=beta&t=9CVfHBRy3SOofKV9q21sSAHiz9IIf_TYjP4AXGLNXN8,Ashley G.,Registered Nurse - Labor and Delivery at Regions Hospital,Professional Health Resource with a passion for serving the wellbeing of individuals and communities.,,2.3835616438356166,Registered Nurse - Labor and Delivery,Healthcare,,
speaker_139,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Adrian Bustos-De La Torre,Medical Laboratory Specialist at US Army,Sergeant in the United States Army,,5.553424657534246,Medical Laboratory Specialist,Healthcare,,
speaker_140,https://media-exp1.licdn.com/dms/image/C4E03AQHJa-3hhKnyCw/profile-displayphoto-shrink_200_200/0/1647540939113?e=1652918400&v=beta&t=XkYq7P0toEK5faaV2SwF_-ygNqYYTwf9gJiDZx2PQNw,Aaliyah Parker,Public Health Advisor at Centers for Disease Control and Prevention,Public Health Associate (PHAP) at Centers for Disease Control and Prevention,"I am a lifelong learner with a bachelors in Public Health and an interest in community health and development. Over the course of my undergraduate career, I have been apart of creating grass-root led solutions with community members that serve their best interest.",2.0493150684931507,Public Health Advisor,Healthcare,,
speaker_141,https://media-exp1.licdn.com/dms/image/C4D03AQH4BKo_klfEuQ/profile-displayphoto-shrink_200_200/0/1516767281364?e=1652918400&v=beta&t=hzawDrmT7AOKg95pGhvqMu-oLsMrsOt_ZHzrndyc-OA,"ANTHONY A. ""TONY"" PRINCE",Health Insurance Advisor at The IPA Family,"ADVISOR, Health, Life & Pet Insurance,The IPA Family,  LION","OBJECTIVE
I am experienced in providing expert solutions for small business' needs and actively seeking additional opportunities as a guest speaker for Business associations and other groups that are interested in additional information on Insurance, Marketing and Customer Satisfaction . 
						
.EXECUTIVE PROFILE
Full understanding of the value/benefit relation of health and life insurance. Knowledgeable on the New Affordable Care Act (ACA/PPACA).  Proven expertise in all disciplines of marketing, sales, promotions ,brand positioning and customer and employee satisfaction. .  Excel in oral and written communication. Well versed in litigious situations.  Developed new organization and successfully improved business performance in major markets throughout the United States.  Created and implemented employee motivational strategies. 

Personal Qualities:
Created environments  to enhance management teams' ability to  work cohesively within organizations. Develop  individual's ability to enable them to succeed in their areas of responsibility. Experienced in analyzing market conditions, understanding challenges and implementing solutions to improve market share,  revenue and return on investment.  Recognizes the value of motivated employees and the innovative roles they play in increasing overall profitability.  Experienced in teaching and training groups and individuals. Develop cross marketing relationship and promotional opportunities in companion industries.

Specialties:creative solutions, health and life insurance,business owners management consulting,  marketing, teaching,training,speaker, new product development, branding, new product launch, social media marketing, team building,  Microsoft,PC, APPLE, MAC applications, office,  negotiation,  personnel, diversity marketing,  promotional materials,  sales,  developing unique cross market opportunities,advertising, automotive, return on investment,  business plans,  concept development,  customer satisfaction,",12.72054794520548,Health Insurance Advisor,Healthcare,,
speaker_142,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Anthony Pesci,Emergency Medical Technician at Hudson Regional Hospital,"Full time student at Berkeley College, full time employee at Hudson Regional Hospital, and fully motivated to succeed!!!","Experienced Emergency Medical Technician with a demonstrated history of working in the hospital & health care industry. Skilled in Management, Teamwork, Leadership, Executive Rolls, and Community Outreach. Strong healthcare services professional completing an Associate's degree focused in Business Administration, Management and Operations from Berkeley College. looking to further my education with a bachelor degree and MBA moving forward.",5.3863013698630136,Emergency Medical Technician,Healthcare,,
speaker_143,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Aamna Shah,"Associate Director, Healthcare at S&P Global","Associate Director, Healthcare at S&P Global",,7.553424657534246,"Associate Director, Healthcare",Healthcare,,
speaker_144,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Aamia Leach,Advanced Practice Nurse at Moffitt Cancer Center,♜♖ Nursing Professional ♖♜ -- ✔Family Nurse Practitioner ✔Chronic & Acute Patients ✔10+ Years Exp.,"Excellent communication and interpersonal skills make the candidate successful in working with patients, families, staff, and other professionals in various areas across different job levels. Dedicated professional demonstrates key abilities in patient care, chronic and acute care, active listening, critical decision making, nursing, staff management, communication, organization, training, and problem solving. Core Skills Include: 

✔ Excellent Compassion & Listening Abilities
✔ Life Safety & Emergency Preparedness
✔ Team Management & Leadership
✔ Exceptional Dexterity & Calm Nature 
✔ Strong Judgmental & Decision-making Skills
✔ Collaborative Team Player & Problem Solver

CONTACT
📧 Email Me: aamiaarnp@gmail.com             
☎ Call Me: (813) 514-5552",4.638356164383562,Advanced Practice Nurse,Healthcare,,
speaker_145,https://media-exp1.licdn.com/dms/image/C5603AQGJH8LLeKH7pw/profile-displayphoto-shrink_200_200/0/1579994673963?e=1652918400&v=beta&t=XEScBZDM-Uw45x8FeesBka8NB9JacJQbuQBnjdYXbG8,Aaron Ang,"Medical Assistant at TOWER WOUND CARE CENTER OF SANTA MONICA, INC.",Physiological Science Major @ UCLA,,1.797260273972603,Medical Assistant,Healthcare,,
speaker_146,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Al Ardon,Clinic LPN at Harrison Health Partners Family Medicince and Dermatology,Alfred G. Ardon LPN,Family Medicine and Dermatology,7.134246575342465,Clinic LPN,Healthcare,,
speaker_147,https://media-exp1.licdn.com/dms/image/C4D03AQGPuygtaxir3w/profile-displayphoto-shrink_200_200/0/1576732135131?e=1652918400&v=beta&t=n41R5zhzCBiSn6jtLV1AhO4G-Tauyra9itRuVtl8nmM,Aamna Bhatti,Medical Assistant at OUTLOOK EYE AND LASER CENTER,Medical Assistant,I have a Bachelors Degree in Political Science and two minors in Psychology and International Politics.,2.2164383561643834,Medical Assistant,Healthcare,,
speaker_148,https://media-exp1.licdn.com/dms/image/C4E03AQHAOVrHUzfANA/profile-displayphoto-shrink_200_200/0/1568516109938?e=1652918400&v=beta&t=TzUmPieP-7BObd59Y1xK2SdWnW6WbE4CF1fMilVJbV0,"Andrew Dyer, MS, NCC",Associate Telemedicine Therapist at Cerebral,Associate Telemedicine Therapist  at Cerebral,"Experienced Counselor with a history of working in the mental health care industry. Areas of focus include youth with trauma and/or disabilities, LGBTQ adolescents and adults, and substance abuse counseling. Skilled in Assessment, Case Conceptualization, Treatment Planning, Verbal Communication, Cultural Competency, Public Speaking, and Documentation. Strong professional with a Master of Science (M.S.) focused on Clinical Rehabilitation and Mental Health Counseling from the University of Pittsburgh School of Health and Rehabilitation Sciences.",2.3013698630136985,Associate Telemedicine Therapist,Healthcare,,
speaker_149,https://media-exp1.licdn.com/dms/image/C4E03AQGn83pcZmQQjw/profile-displayphoto-shrink_200_200/0/1517352586521?e=1652918400&v=beta&t=ei4PUe0rxupcqrJSKN83qStUAT8XFSWooBj6YCI4Eco,Alex Shaw,"Associate Director, Medical Information and Scientific Communication at Acadia Pharmaceuticals Inc.",Medical Information and Scientific Communications at Acadia Pharmaceuticals Inc.,"Lead Medical Affairs Strategist for our Ironwood products. Additional experience leading and managing medical affairs and medical information departments. As the Medical Strategist I am responsible for the life cycle management of key deliverables for Medical Scientific Affairs, with a focus on improving the digital presence and impact of our MSA team. Some pertinent responsibilities include the development of a product specific medical affairs strategies, a new CRM for MSLs and KOL engagement, the implementation of a grant management systems (CME, IIT sponsorships) and the development of tools that allow KOLs streamlined access to medical education/information. Additional responsibilities include the development of SOPs, lead medical reviewer for MLR or promotional material review, congress strategy/planning, the maintenance of standard response letters and FAQs, responding to escalated cases, contributing to brand planning and medical affairs strategy. My previous roles have included leading the medical review for promotional and medical materials, selection and implementation of Medical Information databases, training relevant employees on specific clinical/medical information/compliance topics, collection/reporting of adverse events/product complaints and contributing the the strategic development plans for the company.
As a Post-Doctoral Research Fellow I was able to conduct in vitro, in-vivo and clinical research in the critical care and nephrology/dialysis settings through grants funded by pharmaceutical companies. Through collaboration with various healthcare professionals and academic researchers we identified and tried to fill the void pertaining to proper medication use in patients with kidney injury. Additionally, I was responsible for the creation of lectures, development and submission of grants and manuscripts, presenting data a key congresses/conferences and mentoring pharmacy students. 
I have a experience in the following: Medical Information, Medical Writing, Clinical Research, Pharmacy Practice, Patient Education, Medicine, Medical Affairs, Pharmacovigilance, Training and Clinical Trials.",2.2164383561643834,"Associate Director, Medical Information and Scientific Communication",Healthcare,,
speaker_150,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,"Austin Adaskaveg, MBA","Director, Medical Economics at CVS Health","Director, Medical Economics",,2.2164383561643834,"Director, Medical Economics",Healthcare,,
speaker_151,https://media-exp1.licdn.com/dms/image/C4D03AQE7VdN21tkX1g/profile-displayphoto-shrink_200_200/0/1601414720943?e=2147483647&v=beta&t=uXyTFwSUDI9QG0RIVUkE_EZhglR8VKPPIRXVt_7ig-g,A. Stephanie Nunez,Medical Office Administrator at GENTLE TOUCH CHIROPRACTIC LLC,Certified Chiropractic Assistant,,6.134246575342465,Medical Office Administrator,Healthcare,,
speaker_152,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Ashley Loveless,Registered Nurse at Medical Staffing Network,Registered Nurse at Medical Staffing Network,,3.967123287671233,Registered Nurse,Healthcare,,
speaker_153,https://media-exp1.licdn.com/dms/image/C5603AQHqKjImypGERg/profile-displayphoto-shrink_200_200/0/1575303777882?e=1652918400&v=beta&t=SA-HqxQqxkT2V_UL5C_PhqkVdJQmB2WGGhrcXVodei4,Amy Stoll,Charge Nurse for COVID unit at Saint Alphonsus,Charge Nurse for COVID unit at Saint Alphonsus,"Daisy Award winning RN, with hard-working, compassionate and detail oriented work ethics, looking to leverage current and expanding medical knowledge through patient-care opportunities within emergency medicine, critical care and Nurse Director positions.",0.2493150684931507,Charge Nurse for COVID unit,Healthcare,,
speaker_154,https://media-exp1.licdn.com/dms/image/C4D03AQH4s8evEDpqNA/profile-displayphoto-shrink_200_200/0/1589304632153?e=1652918400&v=beta&t=BOLnYTdytcGZAKaMN8sYyXG-6YKBdnjJzxzFKQZclFo,"Angela Sy, OTR/L",Occupational Therapist at AdventHealth,Occupational Therapist at AdventHealth,,2.3835616438356166,Occupational Therapist,Healthcare,,
speaker_155,https://media-exp1.licdn.com/dms/image/C4D03AQE0yq_dvZpwYA/profile-displayphoto-shrink_200_200/0/1591192841562?e=1652918400&v=beta&t=77N2b143M0AfdX9sR-tvrwSuxELWoMkrRNlm8MrXq10,"A. Matthew Vallone, FMP","Environmental Health Safety at Ronpak, Inc.","Environmental Health Safety Manager at Ronpak, Inc.","Experienced Facilities/EHS Specialist with a demonstrated history of working in the facilities services industry. Skilled in ISO 14001, GMP, GDP, GLP,  Medical Devices, Validation, and Facility Management (FM). Strong pharmaceutical background.",2.6356164383561644,Environmental Health Safety,Healthcare,,
speaker_156,https://media-exp1.licdn.com/dms/image/C4E03AQE9COMcEA7Ycw/profile-displayphoto-shrink_200_200/0/1536025531780?e=1652918400&v=beta&t=V_HN7OEyMDZmbTc5Hg_JUWQPfxbzr2NfmhtAflqzhBE,Alexander Zhigalin,"Undergraduate Researcher, The Matter Lab at University of Toronto",Junior at Harvard College interested in organic chemistry and ML-based drug discovery,"My interest in chemistry started in high school, and I became very involved in chemistry olympiads, making it to the International Chemistry Olympiad twice and winning it in 2017. Then, I got into Harvard, where I continued studying chemistry, focusing on organic synthesis and biochemistry. I became interested in drug discovery and realized that AI and machine learning have the potential to become a powerful tool for exploring chemical space. I worked at two research labs doing chemical synthesis and as a teaching assistant teaching organic chemistry. I ended up pursuing an internship at Merck to satisfy my research interests, and I am looking for opportunities to learn more about ML applied to drug discovery.",2.3835616438356166,"Undergraduate Researcher, The Matter Lab",Academic,,
speaker_157,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Aaron Baron,Research Assistant to Professor Stewart at New York University School of Law,Student at New York University,,0.3342465753424657,Research Assistant to Professor Stewart,Academic,,
speaker_158,https://media-exp1.licdn.com/dms/image/C4E03AQE8r5gRfd88EA/profile-displayphoto-shrink_200_200/0/1585081851759?e=1652918400&v=beta&t=AgDskgTpHF7DiV_bkLgEN_7XM7pZCcUUnl1CYeKZtFA,Aadi Kothari,Research Assistant - Mechatronics Research Lab at Massachusetts Institute of Technology,Student at the Massachusetts Institute of Technology,,2.2164383561643834,Research Assistant - Mechatronics Research Lab,Academic,,
speaker_159,https://media-exp1.licdn.com/dms/image/C5603AQGQI18o3THwCg/profile-displayphoto-shrink_200_200/0/1603904339767?e=1652918400&v=beta&t=QgTEnS7UUV-G3LgjKrtNL5cgcnCbDG4f5PfJiTgpO34,Ahmet Alper Goksoy,Graduate Research Assistant at University of Wisconsin-Madison,Graduate Research Assistant at University of Wisconsin-Madison,"Domain Specific SoCs, Task Scheduling, Graph Neural Networks, Reinforcement Learning",3.2164383561643834,Graduate Research Assistant,Academic,,
speaker_160,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Alejandra B.,Research and Customer Development Account Manager at Bpersonal Solutions,Dedicated to the support and development of small businesses.,"Working with Small Family Owned businesses to promote growth, customer loyalty, and creating mainstream systems for inventory and customer service.",3.468493150684932,Research and Customer Development Account Manager,Academic,,
speaker_161,https://media-exp1.licdn.com/dms/image/C4E03AQH_9r2IKU7Fug/profile-displayphoto-shrink_200_200/0/1578701661233?e=2147483647&v=beta&t=d2E15qIKqzD3HTDf75NqLIZn4AaBeQzrqJyizl5HWTs,Chad A Henry,American Sign Language Teacher at Franklin Pierce School District,"Qualified Interpreter, Skilled Mentor, Professional Educator","Nice to meet you. My name is Chad Henry, a freelancer doing business as Access at Hand. I am a qualified interpreter, skilled mentor, and professional educator providing American Sign Language interpreting and consulting.

Federal and state laws require interpreting services to provided by a qualified interpreter in many settings. I hold a M.Ed. in Interpretation, a B.S. in Sign Language Interpreting, and an A.A. in Deaf Studies. I am a Qualified Intellectual and Developmental Disabilities Professional and a candidate for the National Interpreter Certification. I have worked as an interpreter in just about every setting over the past 15 years.

Have you started today what you want to be tomorrow? I am able to physically or virtually meet with beginner and experienced ASL users and interpreters who want to develop their language and/or interpreting skills.

ASL is the fourth most used language in the United States. English/ASL interpretation is one of the fastest growing careers. As a professional educator in the area of interpretation I can provide instruction about ASL and interpretation in traditional classrooms, on-line classes, workshops, web based trainings, and conferences.

If you are interested in any of the above mentioned services please contact me at Chad@accessathand.com or review the information found at www.accessathand.com.",6.219178082191781,American Sign Language Teacher,Academic,,
speaker_162,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Aaliyah Kadir,SEO Scholar at SEO (Sponsors for Educational Opportunity),Nursing student at LIU brooklyn,"I am a freshman at Long Island University in Brooklyn who is enrolled in both LIU's Nursing program and Honors program. Additionally, I have interned at NYU Langone Hospital, and I am certified through NHA as a Medical Administrative Assistant. I am currently looking for an internship in a hospital or clinic or a summer position for a Medical Administrative Assistant role. I am aspiring to be a travel RN.",6.715068493150685,SEO Scholar,Academic,,
speaker_163,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,"Arafat Aljoufi MD, PhD Cand.",Graduate Research Assistant at Indiana University School of Medicine,"PhD candidate, Department Microbiology and Immunology, Indiana University-Purdue University Indianapolis",,6.471232876712329,Graduate Research Assistant,Academic,,
speaker_164,https://media-exp1.licdn.com/dms/image/C5603AQESQcBqjHtHLA/profile-displayphoto-shrink_200_200/0/1620257984703?e=1652918400&v=beta&t=7geuHvdExwm68VXHSqoDBdtSKEHpXLRf74XxHhEKmyo,Aarion R.,"Research Assistant at University of Maryland, Baltimore (UMB)","Research Assistant at University of Maryland, Baltimore (UMB)","I am a Graduate student working at the interface of computer science, biology, chemistry and physics. I am interested in developing tools for computer-aided drug design and using simulations to study complex biological and material systems",2.468493150684932,Research Assistant,Academic,,
speaker_165,https://media-exp1.licdn.com/dms/image/C4E03AQE7CoysyRkgsA/profile-displayphoto-shrink_200_200/0/1560463608401?e=2147483647&v=beta&t=sVg8QnLrcIVUJiff1NNtY0571T92gOWCwq373k3Qv_Y,Aaron Balbo,"Laboratory Research Assistant - Behavioral Ecology at University of California, Berkeley",Biological Research Assistant | Aspiring Lab Technician,,1.797260273972603,Laboratory Research Assistant - Behavioral Ecology,Academic,,
speaker_166,https://media-exp1.licdn.com/dms/image/C4E03AQGJ9d96oHgy9w/profile-displayphoto-shrink_200_200/0/1586918140469?e=2147483647&v=beta&t=EeWuewV1CLJ7JyQd8UHodhwHLrNtDEK5JUAaXkyP_HA,Aaliyah Green,"Doctoral-Level Practicum Student at PEACHTREE PEDIATRIC PSYCHOLOGY, LLC",Clinical Psychology Doctoral Student,"Clinical psychology graduate student with experience administering a variety of neurological, psychological and personality assessments, as well as conducting individual therapy sessions. Aspiring to utilize and apply my strong interpersonal skill set and work ethic to work alongside physicians and other mental health professionals in order to improve the quality of life for individuals seeking mental health care.",2.2164383561643834,Doctoral-Level Practicum Student,Academic,,
speaker_167,https://media-exp1.licdn.com/dms/image/C5603AQHRme5fXBgodw/profile-displayphoto-shrink_200_200/0/1517406845120?e=1652918400&v=beta&t=2u0-7yxqAVROl6ROloMmpTvMNq0IpfY_Rbzq-doa4eM,Aldo Amaya,Senior Scientist I at Novartis Institutes for BioMedical Research (NIBR),Data Scientist / Pre-Clinical Scientist,"Highly motivated, collaborative, and organized professional with 16 years of experience in behavioral and physiological studies in rodents and 8 years of experience in pre-clinical studies. Broad therapeutic and extensive experience designing, executing, and interpreting in-vivo pharmacology studies to deliver various cargos (small molecule, peptides, and biologics). Excellent organizational, budgeting, and time management skills to facilitate efficient management of multiple projects simultaneously.",3.3013698630136985,Senior Scientist I,Academic,,
speaker_168,https://media-exp1.licdn.com/dms/image/C4E03AQGx_m5f3A_ttw/profile-displayphoto-shrink_200_200/0/1539561153684?e=1652918400&v=beta&t=u1PA7jO467VSKKybvqEPn0qDFS4VAZ5RZlYtDpnxOdI,Aaron Abramson,"Student Associate at Ford Dining Court, Purdue University",I am currently a student at Purdue University pursuing a degree in Aerospace Engineering.,"Throughout my college career, I have taken several classes that have honed my skills in not only my field, but also for the workplace. Much of the Purdue engineering curriculum is centered around group projects where you are given a problem and tasked with analyzing the problem and designing a solution. Through those I have also been able to gain invaluable leadership and communication experience, through the technical briefs we would prepare for the assignment and the presentations we would give.",5.134246575342465,Student Associate,Academic,,
speaker_169,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Ardavan Bozorgi,Graduate Research Assistant at University of Massachusetts Amherst,Graduate Research Assistant at University of Massachusetts Amherst,,4.134246575342465,Graduate Research Assistant,Academic,,
speaker_170,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Aaleyah Lewis,GEM Research Fellow at Oak Ridge National Laboratory,CSE PhD Student at UW | GEM Fellow | ARCS Foundation Scholar | McNair Scholar | LSAMP Scholar,"I am a first-year PhD student in the Paul G. Allen School of Computer Science and Engineering at the University of Washington where I work with James Fogarty. Broadly, my research in Human Computer Interaction (HCI) focuses on designing and fabricating more inclusive, accessible technology to empower and improve the quality of life for people with disabilities.",2.3835616438356166,GEM Research Fellow,Academic,,
speaker_171,https://media-exp1.licdn.com/dms/image/C4D03AQH9xofzVLeSRA/profile-displayphoto-shrink_200_200/0/1606864008201?e=1652918400&v=beta&t=Rx0vCTv3X9ym10ooFdCbssuXVGr0Ji17vI02AQ0R3hY,Amanda Almeida de Oliveira,Research Assistant at Florida Institute of Technology,Research Assistant at Florida Institute of Technology,"Trained pharmacist, PhD candidate in Biological Sciences studying the interplay of the innate immune system and chronic diseases in murine models. Passionate about science with strong technical skills. Highly focused and motivated for successful completion of a project.",6.8,Research Assistant,Academic,,
speaker_172,https://media-exp1.licdn.com/dms/image/C5603AQHWqUI2OdbpMA/profile-displayphoto-shrink_200_200/0/1636675002245?e=1652918400&v=beta&t=1fTKCzDnJd_bmsvNlZ7r6rdsdv2K6V8XoROOR0Mb5iw,Aarnav Sharma,Equity Research Analyst at Eagle Investors,Finance @ IU Kelley School of Business,,1.797260273972603,Equity Research Analyst,Academic,,
speaker_173,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Aakash Tejani,"Operations Research Analyst at In Motion Design, INC","Contact for Summer Hats, Winter Wear, Seasonal, Toys

Chartered Accountant, Analyst, Credit Manager, MBA Finance","Summer Hats, Winter Wear, Seasonal and PPE products (Masks, Thermometers, Oximeters)
Operations analysis, Financial analysis, Credit analysis, Underwriting, Banking, Accounting, Finance, Taxation,  Auditing, Excel (V Lookup, Pivot Tables), MS Office.",5.3863013698630136,Operations Research Analyst,Academic,,
speaker_174,https://media-exp1.licdn.com/dms/image/C4E03AQH5kDeAstVhqA/profile-displayphoto-shrink_200_200/0/1622827982802?e=1652918400&v=beta&t=gLiEpAIyzIyYCa6II2ekbmFO98ZvliS9qsC6fyC4Pvw,Aaliyah Mastin,College Advisor at Boston University,College Adviser at Boston University,,4.304109589041096,College Advisor,Academic,,
speaker_175,https://media-exp1.licdn.com/dms/image/C4D03AQGrVbw-rCRx9A/profile-displayphoto-shrink_200_200/0/1558282408198?e=1652918400&v=beta&t=DJA8MUd-xtqpJfmmS23uZ3dAh16s8cZgcU9ElOwXD-M,Arash G. Nouri,Assistant Professor at University of Pittsburgh,Assistant Professor at University of Pittsburgh,,3.0493150684931507,Assistant Professor,Academic,,
speaker_176,https://media-exp1.licdn.com/dms/image/C5603AQEB9EIuAYH04A/profile-displayphoto-shrink_200_200/0/1603217760076?e=1652918400&v=beta&t=J89KjYTpqU0cHGtwNCKoO76wnb6Xbphps-rmjDLBe2o,"Andy Domokos, M.S.","Graduate Student at University of California, Davis","Chemistry Graduate Student at UC Davis, Bradford Borge Fellow",,3.1315068493150684,Graduate Student,Academic,,
speaker_177,https://media-exp1.licdn.com/dms/image/C4E03AQFKN7DJlbZ-Uw/profile-displayphoto-shrink_200_200/0/1628739041540?e=2147483647&v=beta&t=GtEOj58iI8iuykG_4Sk9aC6RhP3xAAK14GHpQsLmv7I,"Adrian Abellanoza, PhD",Analytic Scientist at Nationwide,Data Scientist | Research Psychologist,"I am a data scientist with a background in experimental psychology and social science research. I have applied a growing quantitative skillset to a wide variety of business functions, including organizational behavior, user experience research, and business intelligence.",1.8821917808219173,Analytic Scientist,Academic,,
speaker_178,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Aabha Vora,Research Assistant at The Rockefeller University,Research Assistant at The Rockefeller University,Research assistant at The Rockefeller University in the Young lab studying sleep and circadian rhythms with fruit flies. Penn State alumnus with extensive research experience and strong verbal and written communication skills. Previously studied neuronal response to injury using fluorescence microscopy at Penn State and ways to target pancreatic cancer at University of North Carolina at Charlotte.,3.3013698630136985,Research Assistant,Academic,,
speaker_179,https://media-exp1.licdn.com/dms/image/C5603AQFa_Zjeq_ejog/profile-displayphoto-shrink_200_200/0/1517523249342?e=1652918400&v=beta&t=x8ZAcTYJuJehfvD-nOf4LWmWx9IzUHYn1lzyNNyQ60s,Aakash Amin,Scientist at Amazon,,,2.797260273972603,Scientist,Academic,,
speaker_180,https://media-exp1.licdn.com/dms/image/C4D03AQE_-JBGiUcJpA/profile-displayphoto-shrink_200_200/0/1565830235025?e=1652918400&v=beta&t=yvUlXJX_d56N9NuVfJtC_-4kwFbtmOEVX78CAH4C_gA,AAPG Wildcatters,Outstanding Domestic Student Chapter Award (2018) at American Association of Petroleum Geologists (AAPG),University of Houston AAPG Student Chapter,"The University of Houston’s AAPG Student Chapter bridges the gap between professionals and UH geoscience students interested in careers in oil and gas exploration. UH AAPG hosts monthly meetings, guest lecturers from academia and industry, field trips, and other social activities that are geared toward promoting student involvement in petroleum geology. Meetings are held on campus and are open to students, faculty, and industry professionals.",5.8,Outstanding Domestic Student Chapter Award (2018),Academic,,
speaker_181,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Alford Antoine John,Technical Application Scientist II at Thermo Fisher Scientific,Technical Application Scientist II at Thermo Fisher Scientific,"Very well adept at organizing my work schedules. I welcome challenges and use them to make me a better me. I am very passionate about being a research scientist because it constantly fuels my pursuit of intellectual actualization. I believe that it challenges me to dedicate my life to something that can bring about a positive change in many lives. Ultimately, I would love to work for a pharmaceutical company with an opportunity to utilize my interest in business and science towards a greater goal.",2.5506849315068494,Technical Application Scientist II,Academic,,
speaker_182,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Anthony DeMarco,Newsletter Editor at Centurion Jewelry Show,"Writer, Editor","I am an experienced publishing professional who has performed just about every job one can do in fast-paced print and digital environments. 

I have successfully managed print and digital content for trade magazines, starting each digital operation from scratch. I recruited and managed freelancers and contributors throughout my career; and has managed editorial content and worked with production to ensure the quality of the publications. 

I am currently the managing editor of Jacob & Co., responsible for all written and spoken communications for the international watch and jewelry brand. In addition, I do consulting work for the jewelry and watch industry, primarily in-depth research and analysis. 

I still do work as a writer and editor producing business and feature stories. My work has appeared in publications around the world including Forbes.com, The Economist 1843 Magazine, and the Financial Times. 

I formerly owned and operated Jewelry News Network social media platforms. I started the business as a blog from scratch and through a combination of strong writing and editing skills, personal knowledge, exceptional contacts and social media marketing; it became an internationally influential source of information for the luxury watch and jewelry industry.",1.6356164383561644,Newsletter Editor,Media & News,,
